epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2224.63,1.6376,1.48796,1.19166,0.71945,0.47059,0.56274,0.34541,1.48303,1.25386,1.03251,0.001675,0.001675,0.001675
187,2235.11,1.51279,1.32802,1.14711,0.71945,0.47059,0.56274,0.34541,1.48303,1.25386,1.03251,0.00163,0.00163,0.00163
188,2244.16,1.43667,1.33254,1.12491,0.69893,0.49192,0.54638,0.32562,1.51815,1.24697,1.03877,0.001585,0.001585,0.001585
189,2254.49,1.70375,1.44318,1.21897,0.69893,0.49192,0.54638,0.32562,1.51815,1.24697,1.03877,0.00154,0.00154,0.00154
190,2264.71,1.68519,1.466,1.27403,0.69893,0.49192,0.54638,0.32562,1.51815,1.24697,1.03877,0.001495,0.001495,0.001495
191,2274.18,1.61152,1.77828,1.11952,0.69893,0.49192,0.54638,0.32562,1.51815,1.24697,1.03877,0.00145,0.00145,0.00145
192,2283.57,1.79791,1.73599,1.20277,0.69172,0.50371,0.53217,0.30991,1.60481,1.29248,1.05272,0.001405,0.001405,0.001405
193,2292.76,1.54935,1.53011,1.09526,0.69172,0.50371,0.53217,0.30991,1.60481,1.29248,1.05272,0.00136,0.00136,0.00136
194,2302.17,1.65925,1.66466,1.05251,0.69172,0.50371,0.53217,0.30991,1.60481,1.29248,1.05272,0.001315,0.001315,0.001315
195,2311.46,1.49416,1.48635,1.05431,0.69172,0.50371,0.53217,0.30991,1.60481,1.29248,1.05272,0.00127,0.00127,0.00127
196,2320.75,1.61145,1.56392,1.11264,0.65869,0.51016,0.58042,0.34459,1.56837,1.25085,1.03755,0.001225,0.001225,0.001225
197,2330.01,1.7651,1.65796,1.16273,0.65869,0.51016,0.58042,0.34459,1.56837,1.25085,1.03755,0.00118,0.00118,0.00118
198,2339.26,1.68185,1.57545,1.15529,0.65869,0.51016,0.58042,0.34459,1.56837,1.25085,1.03755,0.001135,0.001135,0.001135
199,2348.54,1.53739,1.49523,1.09216,0.65869,0.51016,0.58042,0.34459,1.56837,1.25085,1.03755,0.00109,0.00109,0.00109
200,2358.05,1.77202,1.73267,1.13909,0.57961,0.53419,0.57273,0.35748,1.53894,1.26185,1.02757,0.001045,0.001045,0.001045
