epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,84.6093,4.63822,5.40025,4.25626,0,0,0,0,5.79708,5.26709,4.16087,2.32835e-05,2.32835e-05,2.32835e-05
18,88.8839,4.25368,5.45195,4.2374,0,0,0,0,5.79708,5.26709,4.16087,2.40217e-05,2.40217e-05,2.40217e-05
19,95.1895,4.05372,5.45467,4.25527,0,0,0,0,5.79598,5.26671,4.16097,2.46756e-05,2.46756e-05,2.46756e-05
20,99.2623,4.19814,5.37632,4.24771,0,0,0,0,5.79598,5.26671,4.16097,2.52452e-05,2.52452e-05,2.52452e-05
21,103.416,4.48608,5.39325,4.26576,0,0,0,0,5.79475,5.26616,4.16103,2.57304e-05,2.57304e-05,2.57304e-05
22,107.845,4.3174,5.36589,4.23575,0,0,0,0,5.79475,5.26616,4.16103,2.61313e-05,2.61313e-05,2.61313e-05
23,112.406,4.50434,5.46176,4.25567,0,0,0,0,5.79342,5.26549,4.16103,2.64478e-05,2.64478e-05,2.64478e-05
24,118.279,4.41415,5.33198,4.24347,0,0,0,0,5.79342,5.26549,4.16103,2.668e-05,2.668e-05,2.668e-05
25,123.007,4.20362,5.39188,4.23592,0,0,0,0,5.79191,5.26506,4.16097,2.68278e-05,2.68278e-05,2.68278e-05
26,127.378,4.21108,5.27565,4.21581,0,0,0,0,5.79191,5.26506,4.16097,2.68913e-05,2.68913e-05,2.68913e-05
27,132.025,4.12704,5.33438,4.23173,0,0,0,0,5.79019,5.26417,4.16079,2.68704e-05,2.68704e-05,2.68704e-05
28,136.868,4.0051,5.39539,4.27431,0,0,0,0,5.79019,5.26417,4.16079,2.67652e-05,2.67652e-05,2.67652e-05
29,141.896,4.4363,5.33362,4.24015,0,0,0,0,5.78839,5.26332,4.16062,2.65756e-05,2.65756e-05,2.65756e-05
30,147.098,4.34733,5.3881,4.20185,0,0,0,0,5.78839,5.26332,4.16062,2.63017e-05,2.63017e-05,2.63017e-05
31,151.793,4.11326,5.34379,4.22026,0,0,0,0,5.78633,5.26251,4.16038,2.59434e-05,2.59434e-05,2.59434e-05
32,156.25,3.98153,5.28607,4.26138,0,0,0,0,5.78633,5.26251,4.16038,2.55008e-05,2.55008e-05,2.55008e-05
33,160.669,4.08853,5.4132,4.25055,0,0,0,0,5.78422,5.26147,4.16012,2.49738e-05,2.49738e-05,2.49738e-05
34,165.02,4.62273,5.40803,4.25635,0,0,0,0,5.78422,5.26147,4.16012,2.43625e-05,2.43625e-05,2.43625e-05
35,169.562,4.47139,5.36828,4.28178,0,0,0,0,5.78198,5.2605,4.15985,2.36669e-05,2.36669e-05,2.36669e-05
36,176.658,4.37054,5.38255,4.26644,0,0,0,0,5.78198,5.2605,4.15985,2.28869e-05,2.28869e-05,2.28869e-05
37,181.568,4.02987,5.46601,4.27499,0,0,0,0,5.77959,5.25966,4.15951,2.20225e-05,2.20225e-05,2.20225e-05
38,186.744,4.22348,5.49168,4.28994,0,0,0,0,5.77959,5.25966,4.15951,2.10738e-05,2.10738e-05,2.10738e-05
39,192.389,3.93991,5.29581,4.2312,0,0,0,0,5.7771,5.25845,4.15915,2.00407e-05,2.00407e-05,2.00407e-05
40,196.894,4.43966,5.40953,4.27826,0,0,0,0,5.7771,5.25845,4.15915,1.89233e-05,1.89233e-05,1.89233e-05
41,201.276,4.50943,5.50293,4.28166,0,0,0,0,5.77464,5.25714,4.15875,1.77216e-05,1.77216e-05,1.77216e-05
42,205.106,4.07493,5.82922,4.35167,0,0,0,0,5.77464,5.25714,4.15875,1.64355e-05,1.64355e-05,1.64355e-05
43,209.643,4.45414,5.77259,4.36244,0,0,0,0,5.77177,5.2557,4.15823,1.50651e-05,1.50651e-05,1.50651e-05
44,214.288,4.79897,5.62134,4.34759,0,0,0,0,5.77177,5.2557,4.15823,1.36103e-05,1.36103e-05,1.36103e-05
45,218.817,4.08496,5.88313,4.36552,0,0,0,0,5.7689,5.25423,4.15773,1.20711e-05,1.20711e-05,1.20711e-05
46,223.023,4.52247,5.55022,4.29039,0,0,0,0,5.7689,5.25423,4.15773,1.04476e-05,1.04476e-05,1.04476e-05
47,227.056,4.39169,5.68348,4.24843,0,0,0,0,5.76614,5.25274,4.15726,8.73982e-06,8.73982e-06,8.73982e-06
48,231.967,4.47604,5.78331,4.38951,0,0,0,0,5.76614,5.25274,4.15726,6.94763e-06,6.94763e-06,6.94763e-06
49,236.815,4.64478,5.72017,4.38502,0,0,0,0,5.76338,5.25114,4.15677,5.0711e-06,5.0711e-06,5.0711e-06
50,241.33,4.29834,5.66318,4.39168,0,0,0,0,5.76338,5.25114,4.15677,3.11023e-06,3.11023e-06,3.11023e-06
