epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,22.3435,4.10331,6.0885,4.14162,0,0,0,0,5.79608,5.26592,4.16065,2.46756e-05,2.46756e-05,2.46756e-05
20,23.494,4.32152,5.6644,4.1645,0,0,0,0,5.79608,5.26592,4.16065,2.52452e-05,2.52452e-05,2.52452e-05
21,24.6302,4.45213,5.94992,4.3684,0,0,0,0,5.79485,5.26522,4.16059,2.57304e-05,2.57304e-05,2.57304e-05
22,25.7053,4.77936,5.43457,4.2733,0,0,0,0,5.79485,5.26522,4.16059,2.61313e-05,2.61313e-05,2.61313e-05
23,26.8035,4.29999,6.6176,4.11422,0,0,0,0,5.79356,5.26425,4.16043,2.64478e-05,2.64478e-05,2.64478e-05
24,27.9571,5.15498,5.62918,4.18136,0,0,0,0,5.79356,5.26425,4.16043,2.668e-05,2.668e-05,2.668e-05
25,29.0739,5.15892,5.31643,4.28707,0,0,0,0,5.79216,5.26318,4.16021,2.68278e-05,2.68278e-05,2.68278e-05
26,30.1221,5.1384,7.48049,4.26939,0,0,0,0,5.79216,5.26318,4.16021,2.68913e-05,2.68913e-05,2.68913e-05
27,31.3743,5.59035,6.09748,4.27975,0,0,0,0,5.79051,5.26188,4.15992,2.68704e-05,2.68704e-05,2.68704e-05
28,32.4331,5.60364,5.81558,4.22761,0,0,0,0,5.79051,5.26188,4.15992,2.67652e-05,2.67652e-05,2.67652e-05
29,33.5485,5.01714,5.92073,4.16379,0,0,0,0,5.7888,5.26069,4.15956,2.65756e-05,2.65756e-05,2.65756e-05
30,34.7083,5.04855,5.49834,4.17622,0,0,0,0,5.7888,5.26069,4.15956,2.63017e-05,2.63017e-05,2.63017e-05
31,35.8416,4.26194,5.67245,4.20317,0,0,0,0,5.78692,5.25948,4.15905,2.59434e-05,2.59434e-05,2.59434e-05
32,36.917,4.88705,5.79932,4.34449,0,0,0,0,5.78692,5.25948,4.15905,2.55008e-05,2.55008e-05,2.55008e-05
33,38.0318,5.96801,6.96815,4.16947,0,0,0,0,5.7852,5.25802,4.15857,2.49738e-05,2.49738e-05,2.49738e-05
34,39.1472,4.81745,5.5104,4.2292,0,0,0,0,5.7852,5.25802,4.15857,2.43625e-05,2.43625e-05,2.43625e-05
35,40.2292,5.34031,5.9288,4.18174,0,0,0,0,5.78283,5.25607,4.15781,2.36669e-05,2.36669e-05,2.36669e-05
36,41.3514,3.92835,5.45745,4.1913,0,0,0,0,5.78283,5.25607,4.15781,2.28869e-05,2.28869e-05,2.28869e-05
37,42.5685,4.19414,6.65034,4.11175,0,0,0,0,5.78032,5.25397,4.15699,2.20225e-05,2.20225e-05,2.20225e-05
38,43.6362,5.34788,5.70143,4.1342,0,0,0,0,5.78032,5.25397,4.15699,2.10738e-05,2.10738e-05,2.10738e-05
39,44.7346,4.82832,6.7823,4.11396,0,0,0,0,5.77807,5.25204,4.15623,2.00407e-05,2.00407e-05,2.00407e-05
40,45.8566,0.2081,24.6466,0.10924,0,0,0,0,5.77807,5.25204,4.15623,1.89233e-05,1.89233e-05,1.89233e-05
41,47.0235,5.17258,6.19824,4.1412,0,0,0,0,5.77572,5.24991,4.15536,1.77216e-05,1.77216e-05,1.77216e-05
42,48.0839,5.64977,7.12153,4.10749,0,0,0,0,5.77572,5.24991,4.15536,1.64355e-05,1.64355e-05,1.64355e-05
43,49.2139,5.54937,6.60663,4.14406,0,0,0,0,5.77275,5.24734,4.15422,1.50651e-05,1.50651e-05,1.50651e-05
44,50.3216,5.4899,6.55946,4.15279,0,0,0,0,5.77275,5.24734,4.15422,1.36103e-05,1.36103e-05,1.36103e-05
45,51.4665,5.43868,7.41787,4.13032,0,0,0,0,5.77005,5.24469,4.15319,1.20711e-05,1.20711e-05,1.20711e-05
46,52.5117,5.4064,6.30491,4.15098,0,0,0,0,5.77005,5.24469,4.15319,1.04476e-05,1.04476e-05,1.04476e-05
47,53.6803,5.31435,6.24376,4.18687,0,0,0,0,5.76718,5.24198,4.15212,8.73982e-06,8.73982e-06,8.73982e-06
48,54.729,5.12145,9.78409,4.35185,0,0,0,0,5.76718,5.24198,4.15212,6.94763e-06,6.94763e-06,6.94763e-06
49,55.8088,5.16192,6.16768,4.15216,0,0,0,0,5.76426,5.23949,4.15106,5.0711e-06,5.0711e-06,5.0711e-06
50,56.9405,5.73221,7.60871,4.14972,0,0,0,0,5.76426,5.23949,4.15106,3.11023e-06,3.11023e-06,3.11023e-06
