epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,147.652,4.56948,5.3458,4.19455,0,0,0,0,5.77726,5.2467,4.15495,2.43625e-05,2.43625e-05,2.43625e-05
35,152.763,4.74721,5.26123,4.20696,0,0,0,0,5.77391,5.24325,4.15396,2.36669e-05,2.36669e-05,2.36669e-05
36,157.306,4.59397,5.24996,4.22488,0,0,0,0,5.77391,5.24325,4.15396,2.28869e-05,2.28869e-05,2.28869e-05
37,161.989,4.4215,5.28436,4.2311,0,0,0,0,5.77015,5.23926,4.1528,2.20225e-05,2.20225e-05,2.20225e-05
38,166.26,4.82447,5.20001,4.1929,0,0,0,0,5.77015,5.23926,4.1528,2.10738e-05,2.10738e-05,2.10738e-05
39,170.543,4.51408,5.2001,4.19824,0,0,0,0,5.76637,5.23524,4.15166,2.00407e-05,2.00407e-05,2.00407e-05
40,174.918,4.59688,5.25929,4.23538,0,0,0,0,5.76637,5.23524,4.15166,1.89233e-05,1.89233e-05,1.89233e-05
41,179.219,5.30063,5.61176,4.13592,0,0,0,0,5.76235,5.23072,4.15037,1.77216e-05,1.77216e-05,1.77216e-05
42,183.711,5.38807,5.73043,4.16227,0,0,0,0,5.76235,5.23072,4.15037,1.64355e-05,1.64355e-05,1.64355e-05
43,187.924,5.44499,5.80758,4.14168,0,0,0,0,5.75814,5.22592,4.14899,1.50651e-05,1.50651e-05,1.50651e-05
44,191.699,5.41734,5.69985,4.11743,0,0,0,0,5.75814,5.22592,4.14899,1.36103e-05,1.36103e-05,1.36103e-05
45,195.694,5.37851,5.69677,4.16744,0,0,0,0,5.75374,5.22091,4.14752,1.20711e-05,1.20711e-05,1.20711e-05
46,199.569,5.4036,5.49849,4.15236,0,0,0,0,5.75374,5.22091,4.14752,1.04476e-05,1.04476e-05,1.04476e-05
47,203.578,5.30264,5.49853,4.12811,0,0,0,0,5.75009,5.21659,4.14632,8.73982e-06,8.73982e-06,8.73982e-06
48,207.445,5.43067,5.52188,4.12611,0,0,0,0,5.75009,5.21659,4.14632,6.94763e-06,6.94763e-06,6.94763e-06
49,211.394,5.39087,5.76044,4.18096,0,0,0,0,5.74589,5.21162,4.14499,5.0711e-06,5.0711e-06,5.0711e-06
50,215.249,5.30992,5.41121,4.15083,0,0,0,0,5.74589,5.21162,4.14499,3.11023e-06,3.11023e-06,3.11023e-06
