epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,348.995,3.80671,4.5232,4.03275,0,0,0,0,5.48381,4.93922,4.05576,0.000108429,0.000108429,0.000108429
50,356.245,4.18799,4.50776,4.05617,0,0,0,0,5.49088,4.98108,4.07318,0.000108577,0.000108577,0.000108577
51,363.977,4.09064,4.34247,3.92108,0,0,0,0,5.49088,4.98108,4.07318,0.000107565,0.000107565,0.000107565
52,371.525,4.3928,4.40454,3.99016,0,0,0,0,5.47768,4.97225,4.05873,0.000105456,0.000105456,0.000105456
53,378.715,4.63373,4.38096,3.92917,0,0,0,0,5.47768,4.97225,4.05873,0.000103348,0.000103348,0.000103348
54,385.768,4.01696,4.52717,3.85753,0,0,0,0,5.4085,4.89956,4.0463,0.000101239,0.000101239,0.000101239
55,392.403,4.3703,4.39139,4.02961,0,0,0,0,5.4085,4.89956,4.0463,9.91302e-05,9.91302e-05,9.91302e-05
56,398.657,3.91792,4.33342,3.94726,0.00529,0.05556,0.00921,0.00238,5.23016,4.70903,3.98865,9.70215e-05,9.70215e-05,9.70215e-05
57,405.008,4.11541,4.31775,3.97622,0.00529,0.05556,0.00921,0.00238,5.23016,4.70903,3.98865,9.49128e-05,9.49128e-05,9.49128e-05
58,411.317,4.65309,4.93047,3.93164,0.00347,0.05556,0.01189,0.00327,4.99001,4.479,3.93685,9.28041e-05,9.28041e-05,9.28041e-05
59,417.271,4.00773,4.29715,3.95577,0.00347,0.05556,0.01189,0.00327,4.99001,4.479,3.93685,9.06954e-05,9.06954e-05,9.06954e-05
60,423.156,4.67175,4.36818,3.8771,0.00278,0.05556,0.01171,0.0041,4.88867,4.37535,3.91708,8.85867e-05,8.85867e-05,8.85867e-05
61,429.059,4.61576,4.25255,3.91241,0.00278,0.05556,0.01171,0.0041,4.88867,4.37535,3.91708,8.6478e-05,8.6478e-05,8.6478e-05
62,435.237,4.18778,4.29104,3.9678,0.00633,0.16667,0.05574,0.01476,4.72125,4.15963,3.90149,8.43693e-05,8.43693e-05,8.43693e-05
63,441.485,3.50364,4.12234,3.91399,0.00633,0.16667,0.05574,0.01476,4.72125,4.15963,3.90149,8.22606e-05,8.22606e-05,8.22606e-05
64,447.402,4.39805,4.33358,4.00279,0.00505,0.16667,0.05576,0.0156,4.26736,3.76266,3.85934,8.01519e-05,8.01519e-05,8.01519e-05
65,453.504,4.10912,4.0718,3.88344,0.00505,0.16667,0.05576,0.0156,4.26736,3.76266,3.85934,7.80432e-05,7.80432e-05,7.80432e-05
66,459.573,3.6626,4.42774,3.99764,0.11597,0.05556,0.03358,0.01236,4.23703,3.8664,3.86398,7.59345e-05,7.59345e-05,7.59345e-05
67,465.939,4.4247,4.2409,3.93484,0.11597,0.05556,0.03358,0.01236,4.23703,3.8664,3.86398,7.38258e-05,7.38258e-05,7.38258e-05
68,471.888,4.45084,4.28379,3.94834,0.11627,0.05556,0.02806,0.01158,4.27438,3.86247,3.85139,7.17171e-05,7.17171e-05,7.17171e-05
69,478.918,3.93282,4.10466,3.96263,0.11627,0.05556,0.02806,0.01158,4.27438,3.86247,3.85139,6.96084e-05,6.96084e-05,6.96084e-05
70,485.852,4.72784,4.4881,3.91615,0.11705,0.05556,0.02812,0.01207,4.31266,3.82174,3.8379,6.74997e-05,6.74997e-05,6.74997e-05
71,491.847,4.20533,4.06021,3.95404,0.11705,0.05556,0.02812,0.01207,4.31266,3.82174,3.8379,6.5391e-05,6.5391e-05,6.5391e-05
72,498.004,4.23232,4.79081,3.73649,0.11699,0.05556,0.02814,0.01277,4.34176,3.8115,3.83132,6.32823e-05,6.32823e-05,6.32823e-05
73,505.168,3.83223,3.9683,3.8692,0.11699,0.05556,0.02814,0.01277,4.34176,3.8115,3.83132,6.11736e-05,6.11736e-05,6.11736e-05
74,513.587,3.58546,4.24499,3.98031,0.00518,0.16667,0.03736,0.01305,4.70856,4.08007,3.85499,5.90649e-05,5.90649e-05,5.90649e-05
75,519.913,4.54125,4.16423,3.82233,0.00518,0.16667,0.03736,0.01305,4.70856,4.08007,3.85499,5.69562e-05,5.69562e-05,5.69562e-05
76,526.643,4.21764,4.22613,3.96537,0.00722,0.16667,0.08349,0.01541,4.81601,4.22416,3.83831,5.48475e-05,5.48475e-05,5.48475e-05
77,532.632,3.69322,4.46942,3.92476,0.00722,0.16667,0.08349,0.01541,4.81601,4.22416,3.83831,5.27388e-05,5.27388e-05,5.27388e-05
78,538.778,3.88689,4.18402,3.8431,0.01099,0.16667,0.06527,0.01442,4.93637,4.32167,3.82325,5.06301e-05,5.06301e-05,5.06301e-05
79,544.714,3.6854,4.14209,3.85792,0.01099,0.16667,0.06527,0.01442,4.93637,4.32167,3.82325,4.85214e-05,4.85214e-05,4.85214e-05
80,550.828,3.8089,4.27498,3.83789,0.01337,0.16667,0.1666,0.03078,5.04543,4.34455,3.84177,4.64127e-05,4.64127e-05,4.64127e-05
81,556.796,4.00705,4.15621,3.81834,0.01337,0.16667,0.1666,0.03078,5.04543,4.34455,3.84177,4.4304e-05,4.4304e-05,4.4304e-05
82,562.978,3.97012,4.08006,3.89423,0.01455,0.16667,0.1669,0.04747,5.07096,4.31786,3.8641,4.21953e-05,4.21953e-05,4.21953e-05
83,569.064,4.61976,4.40859,3.8606,0.01455,0.16667,0.1669,0.04747,5.07096,4.31786,3.8641,4.00866e-05,4.00866e-05,4.00866e-05
84,575.002,3.75136,3.71348,3.7486,0.14227,0.05556,0.16644,0.0664,4.90257,4.07067,3.84235,3.79779e-05,3.79779e-05,3.79779e-05
85,580.749,4.12338,4.11486,3.96423,0.14227,0.05556,0.16644,0.0664,4.90257,4.07067,3.84235,3.58692e-05,3.58692e-05,3.58692e-05
86,586.655,4.43897,4.33349,3.9151,0.18048,0.05556,0.16644,0.07189,4.83324,4.02502,3.82021,3.37605e-05,3.37605e-05,3.37605e-05
87,592.806,3.90959,3.86596,3.77112,0.18048,0.05556,0.16644,0.07189,4.83324,4.02502,3.82021,3.16518e-05,3.16518e-05,3.16518e-05
88,600.207,2.03578,7.3475,1.91209,0.19246,0.05556,0.16639,0.09249,4.86734,4.17956,3.81572,2.95431e-05,2.95431e-05,2.95431e-05
89,606.615,3.99582,3.88039,3.79252,0.19246,0.05556,0.16639,0.09249,4.86734,4.17956,3.81572,2.74344e-05,2.74344e-05,2.74344e-05
90,612.618,3.66347,4.16897,3.87327,0.27052,0.05556,0.16626,0.07968,4.60082,3.8982,3.73743,2.53257e-05,2.53257e-05,2.53257e-05
91,618.518,2.26625,7.17293,1.88992,0.27052,0.05556,0.16626,0.07968,4.60082,3.8982,3.73743,2.3217e-05,2.3217e-05,2.3217e-05
92,624.567,4.43602,4.50761,3.52038,0.41881,0.05556,0.16613,0.09298,4.79897,4.25274,3.76711,2.11083e-05,2.11083e-05,2.11083e-05
93,630.511,4.56594,4.76151,3.79123,0.41881,0.05556,0.16613,0.09298,4.79897,4.25274,3.76711,1.89996e-05,1.89996e-05,1.89996e-05
94,636.433,4.65744,4.58762,3.66642,0.49747,0.05556,0.16607,0.07597,4.50345,4.0919,3.68685,1.68909e-05,1.68909e-05,1.68909e-05
95,642.861,4.62922,4.28825,3.62551,0.49747,0.05556,0.16607,0.07597,4.50345,4.0919,3.68685,1.47822e-05,1.47822e-05,1.47822e-05
96,649.212,4.70309,5.08578,3.68048,0.39585,0.16667,0.16601,0.09624,4.41722,4.05286,3.61589,1.26735e-05,1.26735e-05,1.26735e-05
97,655.624,4.53132,4.53345,3.8202,0.39585,0.16667,0.16601,0.09624,4.41722,4.05286,3.61589,1.05648e-05,1.05648e-05,1.05648e-05
98,661.892,4.33009,4.65256,3.80548,0.50801,0.16667,0.16592,0.09865,4.45897,4.20706,3.59903,8.4561e-06,8.4561e-06,8.4561e-06
99,668.515,4.8988,5.1665,3.70664,0.50801,0.16667,0.16592,0.09865,4.45897,4.20706,3.59903,6.3474e-06,6.3474e-06,6.3474e-06
100,674.474,4.40254,4.32539,3.87347,0.51709,0.16667,0.16591,0.09902,4.389,4.03635,3.53756,4.2387e-06,4.2387e-06,4.2387e-06
